Age,Gender,City,AreaType,AnnualIncome,CreditScore,LoanApproved
59,Female,Trivandrum,Semi-Urban,676353,664,0
23,Male,Coimbatore,Semi-Urban,708487,653,1
33,Female,Bengaluru,Urban,170577,695,1
48,Male,Coimbatore,Semi-Urban,904163,642,0
40,Female,Mumbai,Urban,775131,707,1
48,Female,Bengaluru,Urban,465688,690,0
28,Female,Bengaluru,Urban,619113,621,1
61,Female,Kochi,Semi-Urban,205826,618,0
59,Male,Hyderabad,Urban,740842,684,1
21,Female,Madurai,Semi-Urban,430746,665,0
23,Female,Trivandrum,Semi-Urban,528809,720,0
33,Male,Bengaluru,Urban,578022,634,1
48,Female,Kochi,Semi-Urban,841648,716,0
45,Male,Chennai,Urban,693466,718,1
53,Male,Mumbai,Urban,528091,620,1
58,Female,Kochi,Semi-Urban,482146,668,0
26,Male,Madurai,Semi-Urban,645088,748,1
64,Female,Mumbai,Urban,582897,700,1
52,Male,Coimbatore,Semi-Urban,551632,675,1
41,Male,Coimbatore,Semi-Urban,601200,722,1
36,Male,Mumbai,Urban,545912,655,1
41,Male,Mumbai,Urban,286942,663,1
31,Female,Trivandrum,Semi-Urban,588490,688,1
57,Male,Bengaluru,Urban,595649,751,1
56,Male,Madurai,Semi-Urban,626616,633,0
55,Male,Trivandrum,Semi-Urban,399323,703,0
39,Male,Chennai,Urban,440020,660,1
40,Female,Pune,Urban,927842,742,1
38,Male,Chennai,Urban,451879,718,1
61,Female,Madurai,Semi-Urban,701842,676,0
34,Female,Hyderabad,Urban,440626,709,1
35,Female,Trivandrum,Semi-Urban,221781,651,0
51,Female,Mumbai,Urban,579220,648,0
21,Male,Trivandrum,Semi-Urban,722559,806,1
23,Male,Chennai,Urban,533254,661,1
36,Female,Chennai,Urban,200757,688,1
43,Female,Bengaluru,Urban,153345,660,1
31,Female,Madurai,Semi-Urban,830720,615,0
32,Female,Hyderabad,Urban,597148,628,1
30,Male,Trivandrum,Semi-Urban,721430,696,1
52,Male,Coimbatore,Semi-Urban,646331,609,0
36,Female,Madurai,Semi-Urban,369922,644,0
28,Female,Bengaluru,Urban,548836,712,1
58,Male,Madurai,Semi-Urban,260599,691,0
32,Female,Chennai,Urban,789159,659,1
44,Male,Trivandrum,Semi-Urban,663857,657,1
48,Male,Trivandrum,Semi-Urban,748127,628,0
28,Female,Bengaluru,Urban,858134,791,1
48,Female,Chennai,Urban,528730,630,0
56,Male,Mumbai,Urban,451717,730,1
46,Male,Mumbai,Urban,578827,569,1
28,Male,Madurai,Semi-Urban,853523,723,1
48,Female,Hyderabad,Urban,286752,728,0
48,Male,Pune,Urban,604136,633,1
57,Female,Mumbai,Urban,760992,649,0
61,Female,Pune,Urban,661595,733,1
56,Female,Trivandrum,Semi-Urban,814627,622,0
47,Male,Coimbatore,Semi-Urban,292992,701,0
37,Female,Bengaluru,Urban,817456,646,1
29,Male,Delhi,Urban,475157,725,1
53,Male,Bengaluru,Urban,180972,773,1
40,Male,Hyderabad,Urban,534638,629,1
33,Male,Kochi,Semi-Urban,432215,709,1
48,Female,Trivandrum,Semi-Urban,567183,728,0
49,Male,Bengaluru,Urban,296016,580,0
33,Male,Delhi,Urban,575361,730,1
55,Female,Delhi,Urban,485018,697,0
26,Male,Bengaluru,Urban,997584,712,1
38,Female,Mumbai,Urban,634759,588,1
25,Male,Trivandrum,Semi-Urban,645650,717,1
45,Male,Bengaluru,Urban,554376,670,1
22,Female,Trivandrum,Semi-Urban,849504,623,0
30,Male,Delhi,Urban,697058,715,1
50,Male,Coimbatore,Semi-Urban,902622,720,1
25,Male,Chennai,Urban,810859,676,1
53,Male,Coimbatore,Semi-Urban,522960,698,1
21,Male,Bengaluru,Urban,745913,671,1
38,Male,Mumbai,Urban,762823,611,1
52,Male,Chennai,Urban,788945,672,1
31,Female,Madurai,Semi-Urban,680281,739,1
41,Male,Trivandrum,Semi-Urban,331297,740,1
46,Male,Bengaluru,Urban,594158,638,1
45,Male,Bengaluru,Urban,622221,691,1
42,Female,Hyderabad,Urban,614198,683,1
47,Female,Bengaluru,Urban,829477,704,1
33,Female,Kochi,Semi-Urban,471349,682,0
53,Female,Kochi,Semi-Urban,627219,716,0
54,Male,Pune,Urban,586083,659,1
61,Male,Pune,Urban,736704,735,1
55,Female,Kochi,Semi-Urban,962029,653,0
21,Female,Bengaluru,Urban,724507,689,1
41,Male,Hyderabad,Urban,711246,713,1
26,Male,Delhi,Urban,396033,690,1
48,Female,Mumbai,Urban,291280,562,0
37,Female,Delhi,Urban,651141,694,1
25,Male,Pune,Urban,562697,714,1
51,Female,Madurai,Semi-Urban,692066,694,0
25,Male,Bengaluru,Urban,477415,727,1
58,Male,Chennai,Urban,880584,738,1
23,Male,Coimbatore,Semi-Urban,360764,645,0
43,Male,Coimbatore,Semi-Urban,560797,594,1
57,Male,Hyderabad,Urban,521730,620,1
57,Female,Trivandrum,Semi-Urban,819539,683,0
30,Male,Kochi,Semi-Urban,553776,710,1
30,Male,Mumbai,Urban,484397,673,1
39,Male,Chennai,Urban,616140,610,1
37,Male,Madurai,Semi-Urban,442205,694,1
41,Female,Kochi,Semi-Urban,595545,680,1
34,Female,Chennai,Urban,574050,688,1
29,Female,Trivandrum,Semi-Urban,1177845,770,1
21,Female,Trivandrum,Semi-Urban,507502,720,0
33,Male,Madurai,Semi-Urban,582124,673,1
24,Male,Chennai,Urban,643630,613,1
21,Female,Pune,Urban,654631,747,1
60,Female,Chennai,Urban,808632,591,0
52,Female,Delhi,Urban,984250,665,1
54,Female,Kochi,Semi-Urban,439789,619,0
48,Female,Mumbai,Urban,687729,659,1
51,Male,Mumbai,Urban,567117,675,1
28,Male,Madurai,Semi-Urban,666068,614,1
59,Female,Kochi,Semi-Urban,822074,557,0
46,Female,Mumbai,Urban,925533,631,0
54,Male,Bengaluru,Urban,774928,612,1
23,Male,Bengaluru,Urban,663062,632,1
32,Male,Bengaluru,Urban,805267,665,1
21,Male,Pune,Urban,431720,756,1
64,Female,Trivandrum,Semi-Urban,454842,650,0
25,Male,Pune,Urban,633689,653,1
50,Male,Bengaluru,Urban,832755,674,1
50,Male,Kochi,Semi-Urban,540876,713,1
37,Female,Bengaluru,Urban,561917,708,1
43,Male,Coimbatore,Semi-Urban,203520,584,0
35,Male,Hyderabad,Urban,1077662,627,1
57,Male,Bengaluru,Urban,554012,735,1
41,Male,Delhi,Urban,51757,653,1
34,Male,Hyderabad,Urban,633422,728,1
22,Male,Kochi,Semi-Urban,694575,715,1
31,Female,Kochi,Semi-Urban,554002,567,0
59,Male,Trivandrum,Semi-Urban,417962,597,0
58,Male,Pune,Urban,779564,663,1
54,Female,Hyderabad,Urban,756630,700,1
58,Male,Mumbai,Urban,705210,666,1
54,Female,Coimbatore,Semi-Urban,447153,670,0
38,Male,Delhi,Urban,478249,681,1
50,Male,Bengaluru,Urban,529909,674,1
35,Female,Coimbatore,Semi-Urban,517105,678,1
47,Female,Bengaluru,Urban,725074,561,0
54,Male,Chennai,Urban,521032,664,1
58,Male,Bengaluru,Urban,410009,663,1
53,Male,Bengaluru,Urban,684639,626,1
44,Female,Bengaluru,Urban,1075323,641,1
35,Female,Bengaluru,Urban,442633,596,0
50,Male,Mumbai,Urban,458088,699,1
62,Male,Chennai,Urban,575525,622,1
37,Male,Bengaluru,Urban,751263,673,1
25,Male,Kochi,Semi-Urban,713143,655,1
49,Male,Chennai,Urban,576362,670,1
24,Male,Bengaluru,Urban,512782,725,1
30,Female,Mumbai,Urban,1019856,643,1
37,Female,Hyderabad,Urban,828788,674,1
30,Female,Hyderabad,Urban,947045,711,1
37,Male,Mumbai,Urban,740574,687,1
40,Male,Kochi,Semi-Urban,581308,640,1
44,Female,Kochi,Semi-Urban,679748,602,0
25,Male,Pune,Urban,961330,638,1
54,Female,Delhi,Urban,702772,689,1
26,Male,Mumbai,Urban,256336,677,1
22,Male,Chennai,Urban,880468,711,1
33,Male,Trivandrum,Semi-Urban,899373,663,1
63,Male,Bengaluru,Urban,847456,641,1
63,Female,Mumbai,Urban,331460,605,0
31,Male,Mumbai,Urban,677376,619,1
43,Male,Kochi,Semi-Urban,805076,627,1
36,Male,Madurai,Semi-Urban,603191,745,1
51,Female,Pune,Urban,676196,620,0
31,Male,Chennai,Urban,711992,621,1
36,Male,Chennai,Urban,434720,644,1
28,Male,Coimbatore,Semi-Urban,694001,731,1
24,Male,Delhi,Urban,402873,703,1
60,Male,Mumbai,Urban,579461,667,1
24,Female,Trivandrum,Semi-Urban,484696,600,0
45,Male,Delhi,Urban,775078,673,1
23,Male,Pune,Urban,733764,715,1
52,Female,Delhi,Urban,713475,741,1
23,Male,Mumbai,Urban,656383,562,1
47,Male,Delhi,Urban,687184,632,1
49,Male,Coimbatore,Semi-Urban,1001764,676,1
52,Male,Kochi,Semi-Urban,864865,733,1
39,Female,Kochi,Semi-Urban,407682,605,0
41,Female,Pune,Urban,493173,616,0
25,Female,Kochi,Semi-Urban,558273,647,0
38,Female,Hyderabad,Urban,551530,601,1
48,Male,Trivandrum,Semi-Urban,434604,572,0
62,Male,Kochi,Semi-Urban,717338,777,1
42,Male,Bengaluru,Urban,587787,658,1
41,Male,Mumbai,Urban,643505,638,1
26,Female,Trivandrum,Semi-Urban,258133,611,0
21,Female,Mumbai,Urban,285432,669,0
25,Male,Coimbatore,Semi-Urban,491761,643,0
61,Male,Mumbai,Urban,721590,710,1
32,Male,Pune,Urban,695605,617,1
46,Male,Hyderabad,Urban,801502,670,1
54,Male,Bengaluru,Urban,459850,667,1
34,Male,Mumbai,Urban,737135,697,1
46,Female,Delhi,Urban,906045,661,1
47,Female,Hyderabad,Urban,785320,699,1
29,Male,Chennai,Urban,341526,685,1
46,Male,Kochi,Semi-Urban,821568,713,1
42,Male,Hyderabad,Urban,665259,700,1
50,Female,Kochi,Semi-Urban,690829,661,0
63,Female,Coimbatore,Semi-Urban,1099115,753,0
37,Female,Trivandrum,Semi-Urban,649317,645,0
46,Male,Hyderabad,Urban,726242,747,1
56,Female,Delhi,Urban,618757,725,1
21,Male,Mumbai,Urban,551347,705,1
28,Male,Madurai,Semi-Urban,672916,671,1
55,Male,Madurai,Semi-Urban,512574,640,0
35,Male,Hyderabad,Urban,629101,685,1
42,Female,Bengaluru,Urban,539660,685,1
34,Male,Chennai,Urban,184327,670,1
46,Male,Hyderabad,Urban,501652,702,1
48,Male,Delhi,Urban,791109,721,1
43,Male,Kochi,Semi-Urban,703950,634,1
34,Male,Hyderabad,Urban,553147,642,1
44,Male,Kochi,Semi-Urban,619715,612,1
22,Male,Pune,Urban,438906,694,1
46,Male,Kochi,Semi-Urban,460436,754,0
34,Female,Chennai,Urban,601336,610,1
27,Male,Delhi,Urban,556847,638,1
23,Male,Delhi,Urban,449286,607,0
43,Male,Madurai,Semi-Urban,586661,649,1
63,Female,Hyderabad,Urban,377465,572,0
38,Female,Mumbai,Urban,914842,734,1
58,Male,Delhi,Urban,779119,713,1
55,Male,Delhi,Urban,165675,689,1
35,Female,Trivandrum,Semi-Urban,767717,724,1
45,Female,Bengaluru,Urban,525429,722,1
57,Female,Delhi,Urban,490663,676,0
48,Female,Bengaluru,Urban,750602,612,0
30,Female,Hyderabad,Urban,571386,642,1
59,Male,Kochi,Semi-Urban,522572,675,1
37,Male,Chennai,Urban,334272,641,1
59,Female,Hyderabad,Urban,783115,766,1
42,Female,Trivandrum,Semi-Urban,807303,687,1
46,Male,Kochi,Semi-Urban,632262,685,1
64,Female,Bengaluru,Urban,366826,727,0
45,Male,Delhi,Urban,660517,693,1
37,Male,Bengaluru,Urban,728213,666,1
33,Female,Chennai,Urban,594690,755,1
40,Male,Mumbai,Urban,776314,701,1
45,Male,Bengaluru,Urban,633909,655,1
24,Male,Pune,Urban,660818,688,1
30,Male,Chennai,Urban,896092,653,1
23,Male,Coimbatore,Semi-Urban,501632,638,0
61,Male,Coimbatore,Semi-Urban,286385,719,0
38,Male,Pune,Urban,566195,654,1
56,Female,Mumbai,Urban,487249,641,0
42,Female,Madurai,Semi-Urban,315623,689,0
54,Male,Pune,Urban,724374,732,1
28,Female,Chennai,Urban,600166,574,1
60,Male,Mumbai,Urban,235764,643,0
64,Male,Bengaluru,Urban,909235,568,1
39,Male,Kochi,Semi-Urban,454419,510,0
62,Female,Delhi,Urban,476823,682,0
61,Female,Chennai,Urban,788315,614,0
57,Male,Coimbatore,Semi-Urban,685639,718,1
26,Male,Bengaluru,Urban,818374,619,1
46,Male,Coimbatore,Semi-Urban,164000,709,0
54,Male,Bengaluru,Urban,542793,694,1
26,Male,Kochi,Semi-Urban,626773,633,0
57,Male,Bengaluru,Urban,860308,654,1
53,Female,Chennai,Urban,431067,688,0
42,Male,Trivandrum,Semi-Urban,531874,706,1
41,Female,Hyderabad,Urban,628159,748,1
26,Female,Delhi,Urban,752278,690,1
26,Male,Madurai,Semi-Urban,378143,677,0
24,Female,Bengaluru,Urban,762329,681,1
50,Female,Coimbatore,Semi-Urban,481982,667,0
31,Male,Bengaluru,Urban,675069,656,1
50,Male,Bengaluru,Urban,561398,633,1
51,Female,Bengaluru,Urban,654991,699,1
44,Male,Pune,Urban,642418,637,1
29,Male,Chennai,Urban,855402,688,1
23,Male,Madurai,Semi-Urban,552871,678,1
51,Female,Pune,Urban,539526,712,1
60,Female,Hyderabad,Urban,813676,691,1
57,Female,Kochi,Semi-Urban,880059,641,0
56,Male,Coimbatore,Semi-Urban,520745,624,0
44,Male,Mumbai,Urban,738468,731,1
51,Male,Chennai,Urban,429224,658,1
26,Female,Mumbai,Urban,739634,749,1
22,Male,Coimbatore,Semi-Urban,784020,548,0
40,Male,Coimbatore,Semi-Urban,544958,689,1
48,Male,Chennai,Urban,822167,722,1
31,Male,Chennai,Urban,547458,684,1
24,Female,Pune,Urban,604806,690,1
35,Female,Bengaluru,Urban,678225,708,1
26,Female,Trivandrum,Semi-Urban,407982,721,0
50,Male,Bengaluru,Urban,328222,710,1
58,Female,Coimbatore,Semi-Urban,655957,741,0
22,Female,Madurai,Semi-Urban,451613,656,0
35,Male,Hyderabad,Urban,355855,763,1
31,Female,Bengaluru,Urban,753799,628,1
28,Male,Mumbai,Urban,903367,727,1
46,Female,Hyderabad,Urban,771453,699,1
64,Female,Mumbai,Urban,363083,792,0
25,Female,Kochi,Semi-Urban,635652,694,0
26,Male,Chennai,Urban,538105,714,1
46,Male,Hyderabad,Urban,429435,597,0
24,Male,Coimbatore,Semi-Urban,617025,722,1
39,Male,Kochi,Semi-Urban,586493,694,1
40,Female,Hyderabad,Urban,553463,716,1
53,Female,Kochi,Semi-Urban,797622,632,0
40,Female,Trivandrum,Semi-Urban,859973,655,1
32,Male,Delhi,Urban,535346,689,1
21,Female,Chennai,Urban,564122,676,1
46,Female,Bengaluru,Urban,550493,693,1
34,Female,Coimbatore,Semi-Urban,702986,688,1
58,Male,Coimbatore,Semi-Urban,666287,655,1
57,Male,Trivandrum,Semi-Urban,458083,668,0
31,Male,Bengaluru,Urban,574248,642,1
56,Female,Delhi,Urban,300612,817,0
33,Female,Coimbatore,Semi-Urban,285710,696,0
63,Female,Hyderabad,Urban,363839,767,0
23,Male,Chennai,Urban,549715,627,1
53,Male,Delhi,Urban,722241,675,1
26,Female,Coimbatore,Semi-Urban,443504,657,0
30,Female,Bengaluru,Urban,574778,699,1
25,Female,Delhi,Urban,643743,690,1
43,Female,Kochi,Semi-Urban,907196,623,0
30,Male,Delhi,Urban,611167,703,1
64,Female,Kochi,Semi-Urban,620085,693,0
22,Female,Kochi,Semi-Urban,478936,694,0
33,Male,Bengaluru,Urban,967338,737,1
60,Male,Chennai,Urban,752914,727,1
22,Male,Kochi,Semi-Urban,377776,761,0
40,Male,Bengaluru,Urban,899608,696,1
21,Female,Kochi,Semi-Urban,743358,725,0
57,Male,Kochi,Semi-Urban,646792,670,1
29,Male,Chennai,Urban,732062,689,1
37,Male,Delhi,Urban,827166,709,1
29,Male,Delhi,Urban,449396,655,1
31,Male,Chennai,Urban,522074,683,1
35,Female,Mumbai,Urban,592315,615,1
44,Male,Madurai,Semi-Urban,351998,741,1
58,Male,Mumbai,Urban,745876,743,1
55,Male,Kochi,Semi-Urban,544910,619,0
50,Male,Bengaluru,Urban,522864,737,1
51,Male,Bengaluru,Urban,471407,728,1
25,Male,Bengaluru,Urban,593189,695,1
64,Female,Coimbatore,Semi-Urban,631152,696,0
34,Female,Hyderabad,Urban,799210,708,1
31,Male,Chennai,Urban,804829,614,1
29,Male,Trivandrum,Semi-Urban,373265,795,1
54,Female,Chennai,Urban,692110,571,0
32,Female,Chennai,Urban,845980,606,1
55,Male,Mumbai,Urban,555475,733,1
55,Female,Hyderabad,Urban,566010,725,1
21,Female,Delhi,Urban,520646,765,1
60,Female,Hyderabad,Urban,707643,685,1
42,Male,Mumbai,Urban,657468,633,1
49,Male,Madurai,Semi-Urban,795929,683,1
28,Male,Madurai,Semi-Urban,577760,722,1
31,Female,Coimbatore,Semi-Urban,851999,645,0
61,Female,Madurai,Semi-Urban,719501,626,0
57,Male,Delhi,Urban,835267,681,1
34,Female,Kochi,Semi-Urban,480831,643,0
50,Female,Delhi,Urban,913529,671,1
55,Female,Coimbatore,Semi-Urban,488903,649,0
41,Female,Delhi,Urban,498272,709,1
57,Female,Bengaluru,Urban,521268,657,1
25,Male,Coimbatore,Semi-Urban,499938,654,0
39,Female,Trivandrum,Semi-Urban,978710,715,1
34,Female,Coimbatore,Semi-Urban,704364,624,0
46,Male,Chennai,Urban,699175,634,1
24,Male,Hyderabad,Urban,221697,696,1
45,Female,Hyderabad,Urban,857097,636,1
62,Male,Mumbai,Urban,392307,745,1
45,Female,Bengaluru,Urban,592729,627,1
38,Male,Hyderabad,Urban,459161,674,1
60,Male,Chennai,Urban,647932,636,1
28,Male,Chennai,Urban,906812,753,1
59,Male,Trivandrum,Semi-Urban,407715,627,0
60,Female,Madurai,Semi-Urban,456211,775,0
34,Male,Bengaluru,Urban,627916,684,1
52,Male,Delhi,Urban,913999,670,1
58,Male,Bengaluru,Urban,515077,575,1
53,Male,Bengaluru,Urban,456754,763,1
43,Male,Trivandrum,Semi-Urban,632781,705,1
35,Female,Trivandrum,Semi-Urban,601497,619,0
53,Male,Coimbatore,Semi-Urban,395002,653,0
45,Male,Mumbai,Urban,518933,597,1
37,Male,Madurai,Semi-Urban,206408,641,0
53,Male,Chennai,Urban,593917,674,1
22,Male,Chennai,Urban,350812,761,1
34,Male,Bengaluru,Urban,1093790,804,1
60,Female,Coimbatore,Semi-Urban,710967,706,0
60,Female,Chennai,Urban,650754,602,0
59,Female,Chennai,Urban,705390,796,1
26,Male,Kochi,Semi-Urban,501728,591,0
26,Male,Bengaluru,Urban,571563,722,1
23,Male,Bengaluru,Urban,701078,683,1
27,Female,Bengaluru,Urban,404822,741,0
28,Female,Bengaluru,Urban,736620,642,1
62,Male,Trivandrum,Semi-Urban,1021424,731,1
35,Male,Delhi,Urban,304020,752,1
49,Female,Chennai,Urban,706555,700,1
53,Female,Chennai,Urban,436311,680,0
50,Female,Coimbatore,Semi-Urban,738189,731,0
59,Female,Mumbai,Urban,667780,747,1
47,Female,Trivandrum,Semi-Urban,975921,656,0
56,Male,Mumbai,Urban,940308,648,1
49,Female,Chennai,Urban,310381,647,0
58,Female,Pune,Urban,752848,567,0
53,Female,Delhi,Urban,749415,726,1
57,Male,Bengaluru,Urban,837783,679,1
47,Male,Mumbai,Urban,694482,665,1
53,Male,Hyderabad,Urban,719304,657,1
24,Male,Chennai,Urban,393479,701,1
42,Female,Pune,Urban,684391,646,1
22,Male,Madurai,Semi-Urban,556684,724,1
30,Male,Chennai,Urban,736726,661,1
25,Female,Hyderabad,Urban,581096,622,0
30,Male,Trivandrum,Semi-Urban,689440,710,1
53,Male,Chennai,Urban,723226,636,1
58,Male,Delhi,Urban,726997,676,1
33,Female,Trivandrum,Semi-Urban,451240,726,0
51,Male,Kochi,Semi-Urban,1083753,682,1
56,Female,Trivandrum,Semi-Urban,650775,685,0
44,Male,Trivandrum,Semi-Urban,726348,658,1
35,Female,Pune,Urban,611800,688,1
49,Male,Hyderabad,Urban,378353,648,0
28,Male,Madurai,Semi-Urban,756574,706,1
25,Male,Bengaluru,Urban,653671,663,1
49,Male,Hyderabad,Urban,777763,670,1
24,Male,Bengaluru,Urban,467021,629,0
32,Male,Kochi,Semi-Urban,533539,705,1
22,Male,Bengaluru,Urban,653570,652,1
47,Male,Coimbatore,Semi-Urban,609651,625,0
51,Male,Kochi,Semi-Urban,542767,654,1
56,Male,Bengaluru,Urban,653769,720,1
56,Female,Trivandrum,Semi-Urban,885960,708,0
46,Female,Madurai,Semi-Urban,691568,568,0
63,Male,Kochi,Semi-Urban,834603,645,0
47,Male,Bengaluru,Urban,566430,751,1
25,Female,Madurai,Semi-Urban,610906,742,0
40,Male,Trivandrum,Semi-Urban,648624,617,1
31,Female,Hyderabad,Urban,511104,724,1
30,Male,Hyderabad,Urban,650317,608,1
60,Female,Mumbai,Urban,913563,638,0
58,Male,Madurai,Semi-Urban,948870,626,0
26,Female,Chennai,Urban,875047,716,1
28,Male,Bengaluru,Urban,661137,681,1
43,Female,Madurai,Semi-Urban,456172,705,0
46,Male,Bengaluru,Urban,1089395,581,1
63,Male,Madurai,Semi-Urban,497225,724,0
32,Female,Hyderabad,Urban,904879,761,1
46,Male,Mumbai,Urban,673196,692,1
33,Female,Bengaluru,Urban,393407,779,1
60,Male,Madurai,Semi-Urban,303634,723,0
38,Female,Trivandrum,Semi-Urban,878090,770,1
45,Male,Pune,Urban,485149,668,1
53,Female,Kochi,Semi-Urban,348007,696,0
60,Female,Chennai,Urban,546244,646,0
63,Male,Hyderabad,Urban,598983,607,1
32,Female,Mumbai,Urban,674195,639,1
64,Female,Delhi,Urban,663838,694,1
56,Male,Pune,Urban,453502,617,0
24,Female,Hyderabad,Urban,600320,685,1
25,Male,Trivandrum,Semi-Urban,943502,571,0
57,Female,Pune,Urban,389491,663,0
28,Male,Chennai,Urban,694189,693,1
62,Male,Madurai,Semi-Urban,389207,644,0
48,Male,Mumbai,Urban,517672,664,1
51,Male,Trivandrum,Semi-Urban,826482,679,1
29,Female,Hyderabad,Urban,193327,660,1
49,Female,Hyderabad,Urban,1019617,694,1
34,Male,Bengaluru,Urban,341334,595,1
60,Male,Pune,Urban,198116,620,0
61,Female,Coimbatore,Semi-Urban,603880,628,0
42,Male,Bengaluru,Urban,514199,669,1
31,Male,Pune,Urban,476296,770,1
43,Male,Delhi,Urban,728301,708,1
21,Male,Madurai,Semi-Urban,414876,594,0
57,Male,Bengaluru,Urban,713960,690,1
41,Female,Hyderabad,Urban,765451,652,1
46,Male,Kochi,Semi-Urban,325559,657,0
56,Female,Bengaluru,Urban,805291,643,0
43,Male,Mumbai,Urban,754645,665,1
21,Male,Mumbai,Urban,910496,590,1
60,Female,Chennai,Urban,601076,673,1
35,Male,Hyderabad,Urban,433043,695,1
41,Male,Pune,Urban,850810,639,1
29,Female,Hyderabad,Urban,609726,653,1
29,Male,Chennai,Urban,964569,620,1
30,Female,Delhi,Urban,741867,659,1
46,Male,Kochi,Semi-Urban,594822,684,1
61,Female,Trivandrum,Semi-Urban,423705,670,0
55,Male,Trivandrum,Semi-Urban,579125,712,1
45,Male,Bengaluru,Urban,787459,727,1
46,Female,Mumbai,Urban,298371,650,0
31,Female,Coimbatore,Semi-Urban,518990,668,1
58,Male,Madurai,Semi-Urban,277108,624,0
22,Male,Delhi,Urban,391797,655,1
27,Male,Bengaluru,Urban,477744,682,1
38,Female,Mumbai,Urban,545853,717,1
47,Female,Bengaluru,Urban,670671,675,1
54,Female,Trivandrum,Semi-Urban,740353,695,0
47,Male,Bengaluru,Urban,876689,613,1
37,Female,Chennai,Urban,920641,692,1
63,Male,Mumbai,Urban,837052,636,1
64,Male,Mumbai,Urban,524116,758,1
44,Male,Mumbai,Urban,646761,770,1
45,Female,Mumbai,Urban,487543,757,1
27,Female,Trivandrum,Semi-Urban,650128,633,0
26,Male,Hyderabad,Urban,567863,712,1
44,Female,Delhi,Urban,371540,555,0
53,Female,Hyderabad,Urban,890391,733,1
49,Male,Hyderabad,Urban,941614,678,1
63,Male,Kochi,Semi-Urban,448384,588,0
42,Female,Mumbai,Urban,704151,710,1
46,Female,Trivandrum,Semi-Urban,457028,662,0
48,Male,Delhi,Urban,584152,662,1
41,Male,Coimbatore,Semi-Urban,493670,706,1
27,Male,Mumbai,Urban,474567,729,1
37,Male,Mumbai,Urban,638033,693,1
40,Female,Kochi,Semi-Urban,236928,565,0
61,Male,Chennai,Urban,495417,693,1
40,Female,Hyderabad,Urban,1403115,628,1
42,Male,Kochi,Semi-Urban,291779,703,1
48,Male,Bengaluru,Urban,523941,696,1
60,Male,Mumbai,Urban,657621,663,1
27,Female,Delhi,Urban,564079,672,1
21,Male,Pune,Urban,447221,587,0
52,Female,Madurai,Semi-Urban,793603,757,0
33,Male,Hyderabad,Urban,629875,692,1
50,Male,Mumbai,Urban,475310,688,1
43,Male,Bengaluru,Urban,771453,691,1
39,Male,Chennai,Urban,494531,585,1
52,Female,Coimbatore,Semi-Urban,425021,724,0
50,Male,Bengaluru,Urban,717559,655,1
49,Female,Chennai,Urban,338589,681,0
49,Male,Pune,Urban,951569,645,1
50,Male,Coimbatore,Semi-Urban,903217,614,0
36,Male,Coimbatore,Semi-Urban,709378,648,1
60,Male,Madurai,Semi-Urban,483563,665,0
39,Female,Trivandrum,Semi-Urban,386437,674,0
38,Female,Bengaluru,Urban,85446,650,0
21,Male,Delhi,Urban,923194,670,1
34,Male,Mumbai,Urban,406112,660,1
22,Female,Hyderabad,Urban,670820,606,0
48,Female,Coimbatore,Semi-Urban,639796,673,0
50,Female,Mumbai,Urban,265497,673,0
58,Male,Bengaluru,Urban,479113,640,0
24,Male,Hyderabad,Urban,373389,721,1
21,Female,Chennai,Urban,758616,674,1
28,Female,Madurai,Semi-Urban,767434,694,1
49,Male,Kochi,Semi-Urban,551188,632,0
59,Female,Delhi,Urban,431448,641,0
23,Female,Mumbai,Urban,637592,661,1
52,Male,Kochi,Semi-Urban,821428,614,0
30,Male,Trivandrum,Semi-Urban,303690,583,0
30,Male,Delhi,Urban,1022533,743,1
39,Male,Pune,Urban,551241,647,1
54,Female,Pune,Urban,576233,668,1
53,Male,Pune,Urban,920531,690,1
43,Female,Kochi,Semi-Urban,588841,665,1
48,Female,Pune,Urban,578975,619,0
52,Male,Mumbai,Urban,417309,728,1
27,Male,Madurai,Semi-Urban,484581,652,0
49,Female,Madurai,Semi-Urban,458771,708,0
28,Female,Madurai,Semi-Urban,246863,749,0
21,Female,Coimbatore,Semi-Urban,183948,614,0
23,Male,Mumbai,Urban,553680,720,1
44,Male,Chennai,Urban,323788,684,1
43,Male,Hyderabad,Urban,730531,634,1
28,Female,Trivandrum,Semi-Urban,555849,701,1
57,Male,Chennai,Urban,280862,685,1
23,Female,Mumbai,Urban,904951,649,0
53,Male,Delhi,Urban,514719,775,1
48,Female,Delhi,Urban,703019,699,1
28,Female,Pune,Urban,928827,625,1
54,Male,Kochi,Semi-Urban,593233,696,1
55,Female,Coimbatore,Semi-Urban,602796,670,0
52,Male,Delhi,Urban,887623,623,1
44,Male,Coimbatore,Semi-Urban,541217,668,1
34,Male,Chennai,Urban,814636,699,1
